hedge,sentence,gold,hedge_gold,worker_id,hedge_judgement
no se,Estaba siendo el mes de abril más frío del siglo y los árboles que circundaban la facultad de química todavía <strong>no se</strong> atrevían a florecer.,FALSE,FALSE,A8PI5IDB1JWDL,FALSE
reducido,"Y lo contrario, a nivel macro, el problema de tres cuerpos <strong>reducido</strong> ya te dice que por mas determinadas que sean las leyes de un sistema caotico, su evolución no es determinista por el problema de la medición (la teoria del error habla de ello).",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
considero,"No es posible demostrar la inexistencia de algo, ya que de la nada no se puede explicar nada (eso un absurdo), es decir, si tu me argumentas que me crea a priori algo que no es demostrable existencialemente estás pidiendo el principio (falacia), y ésto es con lo que juega todo creyente para defender sus ''creencias'', pero esto es retórica pura ya que parte del supuesto de que cabe tal posibilidad, y esto es lo que está por demostrar (si es que es posible (sic)) por parte de ellos, por mi parte digo que (yo me <strong>considero</strong> ateo, no agnóstico como al parecer tu te declaras entrelíneas) la existencia supone la posibilidad de ella y ésta a la vez presupone la necesidad.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
esencialmente,"No creo que esas organizaciones trasmitan nada, <strong>esencialmente</strong> se hacen para ganar dinero, como indicó esa investigación que les hicieron a todas hace un par de años en la que más de la mitad se habían enfundado buenas cantidades.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
confio,"Cuando el medio cambie, <strong>confio</strong> en que la madre naturaleza nos ayudará a evolucionar.",TRUE,TRUE,A8PI5IDB1JWDL,TRUE
probablemente,"Respecto al ladrillo con el simbolo todo está claro, un albañil iluminatí participaba sin duda en la construcción del edificio, puso ahi el ladrillo y <strong>probablemente </strong>se vengase de todos nosotros haciendo un pobre trabajo en el alicatado del servicio.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
por decir algo,(<strong>por decir algo</strong>).,FALSE,FALSE,A8PI5IDB1JWDL,TRUE
un poco,"Bueno queridismo y estimado L. A mi lo que me impresiona y preocupa <strong>un poco</strong> es que alguien que pertenece a la comunidad cientifica como el biologo Eric Pianka sugiera este año el exterminio del 90% de la poblacion mundial y que luego me entere que dice lo mismo en unas piedras ""guia"" que fueron construidas en georgia en el año 1980 por un grupo de personas desconocidas.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
algunos,"Y esos conocimientos que absorbía, <strong>algunos</strong> me podían valer para la práctica.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
la mayoria,Para dar voz a <strong>la mayoria</strong> de los ciudadanos del mundo que no están a favor de las guerras ni de la carrera de armamento.,FALSE,FALSE,A8PI5IDB1JWDL,TRUE
alguien,"Pero por si acaso <strong>alguien</strong> sobrevive -los políticos tie­nen que encargarse de esto-, lo planean a la perfección.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
usualmente,"Bueno, <strong>usualmente</strong> creemos que los egos son algo intrinseco a nosotros, y que no podemos cambiar.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
debe,"En el caso del hombre, siempre ha sido su fortaleza la creatividad e ingenio para con el medio que lo rodea, tanto así que hoy en día el humano ha perdido sus dotes físicos del pasado (fuerza, velocidad, etc), los que antes poseía con naturalidad y ahora si los quiere <strong>debe</strong> hacer esfuerzos para conseguirlo.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
tal vez,"Ya <strong>tal vez</strong> luego pueda darse cuenta de la tonteria que se hace al intercambiar libertad por seguridad, y eso seria algo bueno.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
confio,"Cuando el medio cambie, <strong>confio</strong> en que la madre naturaleza nos ayudará a evolucionar.",TRUE,TRUE,A3OFOYB4X0HA0M,TRUE
probablemente,"Respecto al ladrillo con el simbolo todo está claro, un albañil iluminatí participaba sin duda en la construcción del edificio, puso ahi el ladrillo y <strong>probablemente </strong>se vengase de todos nosotros haciendo un pobre trabajo en el alicatado del servicio.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
por decir algo,(<strong>por decir algo</strong>).,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
un poco,"Bueno queridismo y estimado L. A mi lo que me impresiona y preocupa <strong>un poco</strong> es que alguien que pertenece a la comunidad cientifica como el biologo Eric Pianka sugiera este año el exterminio del 90% de la poblacion mundial y que luego me entere que dice lo mismo en unas piedras ""guia"" que fueron construidas en georgia en el año 1980 por un grupo de personas desconocidas.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
algunos,"Y esos conocimientos que absorbía, <strong>algunos</strong> me podían valer para la práctica.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
la mayoria,Para dar voz a <strong>la mayoria</strong> de los ciudadanos del mundo que no están a favor de las guerras ni de la carrera de armamento.,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
alguien,"Pero por si acaso <strong>alguien</strong> sobrevive -los políticos tie­nen que encargarse de esto-, lo planean a la perfección.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
usualmente,"Bueno, <strong>usualmente</strong> creemos que los egos son algo intrinseco a nosotros, y que no podemos cambiar.",FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
debe,"En el caso del hombre, siempre ha sido su fortaleza la creatividad e ingenio para con el medio que lo rodea, tanto así que hoy en día el humano ha perdido sus dotes físicos del pasado (fuerza, velocidad, etc), los que antes poseía con naturalidad y ahora si los quiere <strong>debe</strong> hacer esfuerzos para conseguirlo.",FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
tal vez,"Ya <strong>tal vez</strong> luego pueda darse cuenta de la tonteria que se hace al intercambiar libertad por seguridad, y eso seria algo bueno.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
confio,"Cuando el medio cambie, <strong>confio</strong> en que la madre naturaleza nos ayudará a evolucionar.",TRUE,TRUE,A39XXY1087Z6TX,TRUE
probablemente,"Respecto al ladrillo con el simbolo todo está claro, un albañil iluminatí participaba sin duda en la construcción del edificio, puso ahi el ladrillo y <strong>probablemente </strong>se vengase de todos nosotros haciendo un pobre trabajo en el alicatado del servicio.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
por decir algo,(<strong>por decir algo</strong>).,FALSE,FALSE,A39XXY1087Z6TX,TRUE
un poco,"Bueno queridismo y estimado L. A mi lo que me impresiona y preocupa <strong>un poco</strong> es que alguien que pertenece a la comunidad cientifica como el biologo Eric Pianka sugiera este año el exterminio del 90% de la poblacion mundial y que luego me entere que dice lo mismo en unas piedras ""guia"" que fueron construidas en georgia en el año 1980 por un grupo de personas desconocidas.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
algunos,"Y esos conocimientos que absorbía, <strong>algunos</strong> me podían valer para la práctica.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
la mayoria,Para dar voz a <strong>la mayoria</strong> de los ciudadanos del mundo que no están a favor de las guerras ni de la carrera de armamento.,FALSE,FALSE,A39XXY1087Z6TX,TRUE
alguien,"Pero por si acaso <strong>alguien</strong> sobrevive -los políticos tie­nen que encargarse de esto-, lo planean a la perfección.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
usualmente,"Bueno, <strong>usualmente</strong> creemos que los egos son algo intrinseco a nosotros, y que no podemos cambiar.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
debe,"En el caso del hombre, siempre ha sido su fortaleza la creatividad e ingenio para con el medio que lo rodea, tanto así que hoy en día el humano ha perdido sus dotes físicos del pasado (fuerza, velocidad, etc), los que antes poseía con naturalidad y ahora si los quiere <strong>debe</strong> hacer esfuerzos para conseguirlo.",FALSE,FALSE,A39XXY1087Z6TX,FALSE
tal vez,"Ya <strong>tal vez</strong> luego pueda darse cuenta de la tonteria que se hace al intercambiar libertad por seguridad, y eso seria algo bueno.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
confio,"Cuando el medio cambie, <strong>confio</strong> en que la madre naturaleza nos ayudará a evolucionar.",TRUE,TRUE,AEN7H01OU26XL,FALSE
probablemente,"Respecto al ladrillo con el simbolo todo está claro, un albañil iluminatí participaba sin duda en la construcción del edificio, puso ahi el ladrillo y <strong>probablemente </strong>se vengase de todos nosotros haciendo un pobre trabajo en el alicatado del servicio.",FALSE,FALSE,AEN7H01OU26XL,TRUE
por decir algo,(<strong>por decir algo</strong>).,FALSE,FALSE,AEN7H01OU26XL,TRUE
un poco,"Bueno queridismo y estimado L. A mi lo que me impresiona y preocupa <strong>un poco</strong> es que alguien que pertenece a la comunidad cientifica como el biologo Eric Pianka sugiera este año el exterminio del 90% de la poblacion mundial y que luego me entere que dice lo mismo en unas piedras ""guia"" que fueron construidas en georgia en el año 1980 por un grupo de personas desconocidas.",FALSE,FALSE,AEN7H01OU26XL,FALSE
algunos,"Y esos conocimientos que absorbía, <strong>algunos</strong> me podían valer para la práctica.",FALSE,FALSE,AEN7H01OU26XL,FALSE
la mayoria,Para dar voz a <strong>la mayoria</strong> de los ciudadanos del mundo que no están a favor de las guerras ni de la carrera de armamento.,FALSE,FALSE,AEN7H01OU26XL,TRUE
alguien,"Pero por si acaso <strong>alguien</strong> sobrevive -los políticos tie­nen que encargarse de esto-, lo planean a la perfección.",FALSE,FALSE,AEN7H01OU26XL,TRUE
usualmente,"Bueno, <strong>usualmente</strong> creemos que los egos son algo intrinseco a nosotros, y que no podemos cambiar.",FALSE,FALSE,AEN7H01OU26XL,TRUE
debe,"En el caso del hombre, siempre ha sido su fortaleza la creatividad e ingenio para con el medio que lo rodea, tanto así que hoy en día el humano ha perdido sus dotes físicos del pasado (fuerza, velocidad, etc), los que antes poseía con naturalidad y ahora si los quiere <strong>debe</strong> hacer esfuerzos para conseguirlo.",FALSE,FALSE,AEN7H01OU26XL,FALSE
tal vez,"Ya <strong>tal vez</strong> luego pueda darse cuenta de la tonteria que se hace al intercambiar libertad por seguridad, y eso seria algo bueno.",FALSE,FALSE,AEN7H01OU26XL,TRUE
confio,"Cuando el medio cambie, <strong>confio</strong> en que la madre naturaleza nos ayudará a evolucionar.",TRUE,TRUE,A25SGBOJZLYBJO,TRUE
probablemente,"Respecto al ladrillo con el simbolo todo está claro, un albañil iluminatí participaba sin duda en la construcción del edificio, puso ahi el ladrillo y <strong>probablemente </strong>se vengase de todos nosotros haciendo un pobre trabajo en el alicatado del servicio.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
por decir algo,(<strong>por decir algo</strong>).,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
un poco,"Bueno queridismo y estimado L. A mi lo que me impresiona y preocupa <strong>un poco</strong> es que alguien que pertenece a la comunidad cientifica como el biologo Eric Pianka sugiera este año el exterminio del 90% de la poblacion mundial y que luego me entere que dice lo mismo en unas piedras ""guia"" que fueron construidas en georgia en el año 1980 por un grupo de personas desconocidas.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
algunos,"Y esos conocimientos que absorbía, <strong>algunos</strong> me podían valer para la práctica.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
la mayoria,Para dar voz a <strong>la mayoria</strong> de los ciudadanos del mundo que no están a favor de las guerras ni de la carrera de armamento.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
alguien,"Pero por si acaso <strong>alguien</strong> sobrevive -los políticos tie­nen que encargarse de esto-, lo planean a la perfección.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
usualmente,"Bueno, <strong>usualmente</strong> creemos que los egos son algo intrinseco a nosotros, y que no podemos cambiar.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
debe,"En el caso del hombre, siempre ha sido su fortaleza la creatividad e ingenio para con el medio que lo rodea, tanto así que hoy en día el humano ha perdido sus dotes físicos del pasado (fuerza, velocidad, etc), los que antes poseía con naturalidad y ahora si los quiere <strong>debe</strong> hacer esfuerzos para conseguirlo.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
tal vez,"Ya <strong>tal vez</strong> luego pueda darse cuenta de la tonteria que se hace al intercambiar libertad por seguridad, y eso seria algo bueno.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
tecnicamente,"Asimismo era el camino de Jarry cuando desarrollaba su curiosa tesis sobre la anarquía: en el hacer-desaparecer, la anarquía tan sólo puede funcionar <strong>tecnicamente</strong>, con máquinas, mientras que Jarry prefiere el estadio estético del crimen, y sitúa a De Quincey por encima de Vaillant.[xviii]",TRUE,FALSE,AEN7H01OU26XL,TRUE
virtualmente,"El sistema perfecto es imposible, no puede haber un sistema eterno que funcione con las sociedades presentes y futuras, ni aún siendo verdad todas las teorías de la conspiración que circulan por ahí, nisiquiera esa gente <strong>virtualmente</strong> todopoderosa podría detener ese cambio.",FALSE,FALSE,AEN7H01OU26XL,TRUE
supongo,¿por que soy asi? pues <strong>supongo</strong> que por varios factores.,FALSE,FALSE,AEN7H01OU26XL,TRUE
bastantes,Pasaron seis meses entra <strong>bastantes</strong> aventuras que no avanzaron mucho mi investigación.,FALSE,FALSE,AEN7H01OU26XL,TRUE
espero,"Bueno antes que nada me presento, me llamo Luciano y desde siempre me ha gustado la filosofía y los debates filosoficos, como mi registración lo indica tengo 16 años y <strong>espero</strong> que esto no sea un obstaculo para el debate y la relación con los demás usuarios, saludos.",FALSE,FALSE,AEN7H01OU26XL,TRUE
podrias,"Me cuestionas a mi, pero para decirme pederasta machista y falocentrico a mi, tambien deberias serlo tu! Pues de lo contrario no <strong>podrias</strong> siquiera afirmar esto:",FALSE,FALSE,AEN7H01OU26XL,FALSE
raramente,Entre eso y que el método de enseñanza actual <strong>raramente</strong> atrae a nadie.,FALSE,FALSE,AEN7H01OU26XL,TRUE
aparentemente,"La teoría de cuerdas en mi opinión no es ninguna tontería; aunque no se puede negar que tiene cierto carácter especulativo por el hecho de que estamos hablando de distancias de Planck, lo que hace muy difícil o casi imposible la comprobación experimental, sin embargo, existen ciertos modelos matemáticos que describen satisfactoriamente esta teoría aunque llevan a resultados <strong>aparentemente</strong> contradictorios.",FALSE,FALSE,AEN7H01OU26XL,FALSE
siento,Simplemente me <strong>siento</strong> contento de pensar libremente y poder compartir ideas con tod@s ustedes y sobretodo me siento contento por que aprendo.,FALSE,FALSE,AEN7H01OU26XL,FALSE
confio,pero <strong>confio</strong> porque siempre pense asi,FALSE,FALSE,AEN7H01OU26XL,FALSE
tecnicamente,"Asimismo era el camino de Jarry cuando desarrollaba su curiosa tesis sobre la anarquía: en el hacer-desaparecer, la anarquía tan sólo puede funcionar <strong>tecnicamente</strong>, con máquinas, mientras que Jarry prefiere el estadio estético del crimen, y sitúa a De Quincey por encima de Vaillant.[xviii]",TRUE,FALSE,A25SGBOJZLYBJO,TRUE
virtualmente,"El sistema perfecto es imposible, no puede haber un sistema eterno que funcione con las sociedades presentes y futuras, ni aún siendo verdad todas las teorías de la conspiración que circulan por ahí, nisiquiera esa gente <strong>virtualmente</strong> todopoderosa podría detener ese cambio.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
supongo,¿por que soy asi? pues <strong>supongo</strong> que por varios factores.,FALSE,FALSE,A25SGBOJZLYBJO,FALSE
bastantes,Pasaron seis meses entra <strong>bastantes</strong> aventuras que no avanzaron mucho mi investigación.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
espero,"Bueno antes que nada me presento, me llamo Luciano y desde siempre me ha gustado la filosofía y los debates filosoficos, como mi registración lo indica tengo 16 años y <strong>espero</strong> que esto no sea un obstaculo para el debate y la relación con los demás usuarios, saludos.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
podrias,"Me cuestionas a mi, pero para decirme pederasta machista y falocentrico a mi, tambien deberias serlo tu! Pues de lo contrario no <strong>podrias</strong> siquiera afirmar esto:",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
raramente,Entre eso y que el método de enseñanza actual <strong>raramente</strong> atrae a nadie.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
aparentemente,"La teoría de cuerdas en mi opinión no es ninguna tontería; aunque no se puede negar que tiene cierto carácter especulativo por el hecho de que estamos hablando de distancias de Planck, lo que hace muy difícil o casi imposible la comprobación experimental, sin embargo, existen ciertos modelos matemáticos que describen satisfactoriamente esta teoría aunque llevan a resultados <strong>aparentemente</strong> contradictorios.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
siento,Simplemente me <strong>siento</strong> contento de pensar libremente y poder compartir ideas con tod@s ustedes y sobretodo me siento contento por que aprendo.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
confio,pero <strong>confio</strong> porque siempre pense asi,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
tecnicamente,"Asimismo era el camino de Jarry cuando desarrollaba su curiosa tesis sobre la anarquía: en el hacer-desaparecer, la anarquía tan sólo puede funcionar <strong>tecnicamente</strong>, con máquinas, mientras que Jarry prefiere el estadio estético del crimen, y sitúa a De Quincey por encima de Vaillant.[xviii]",TRUE,FALSE,A1RF8PPDTWWA4H,FALSE
virtualmente,"El sistema perfecto es imposible, no puede haber un sistema eterno que funcione con las sociedades presentes y futuras, ni aún siendo verdad todas las teorías de la conspiración que circulan por ahí, nisiquiera esa gente <strong>virtualmente</strong> todopoderosa podría detener ese cambio.",FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
supongo,¿por que soy asi? pues <strong>supongo</strong> que por varios factores.,FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
bastantes,Pasaron seis meses entra <strong>bastantes</strong> aventuras que no avanzaron mucho mi investigación.,FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
espero,"Bueno antes que nada me presento, me llamo Luciano y desde siempre me ha gustado la filosofía y los debates filosoficos, como mi registración lo indica tengo 16 años y <strong>espero</strong> que esto no sea un obstaculo para el debate y la relación con los demás usuarios, saludos.",FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
podrias,"Me cuestionas a mi, pero para decirme pederasta machista y falocentrico a mi, tambien deberias serlo tu! Pues de lo contrario no <strong>podrias</strong> siquiera afirmar esto:",FALSE,FALSE,A1RF8PPDTWWA4H,FALSE
raramente,Entre eso y que el método de enseñanza actual <strong>raramente</strong> atrae a nadie.,FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
aparentemente,"La teoría de cuerdas en mi opinión no es ninguna tontería; aunque no se puede negar que tiene cierto carácter especulativo por el hecho de que estamos hablando de distancias de Planck, lo que hace muy difícil o casi imposible la comprobación experimental, sin embargo, existen ciertos modelos matemáticos que describen satisfactoriamente esta teoría aunque llevan a resultados <strong>aparentemente</strong> contradictorios.",FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
siento,Simplemente me <strong>siento</strong> contento de pensar libremente y poder compartir ideas con tod@s ustedes y sobretodo me siento contento por que aprendo.,FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
confio,pero <strong>confio</strong> porque siempre pense asi,FALSE,FALSE,A1RF8PPDTWWA4H,TRUE
tecnicamente,"Asimismo era el camino de Jarry cuando desarrollaba su curiosa tesis sobre la anarquía: en el hacer-desaparecer, la anarquía tan sólo puede funcionar <strong>tecnicamente</strong>, con máquinas, mientras que Jarry prefiere el estadio estético del crimen, y sitúa a De Quincey por encima de Vaillant.[xviii]",TRUE,FALSE,A39XXY1087Z6TX,TRUE
virtualmente,"El sistema perfecto es imposible, no puede haber un sistema eterno que funcione con las sociedades presentes y futuras, ni aún siendo verdad todas las teorías de la conspiración que circulan por ahí, nisiquiera esa gente <strong>virtualmente</strong> todopoderosa podría detener ese cambio.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
supongo,¿por que soy asi? pues <strong>supongo</strong> que por varios factores.,FALSE,FALSE,A39XXY1087Z6TX,TRUE
bastantes,Pasaron seis meses entra <strong>bastantes</strong> aventuras que no avanzaron mucho mi investigación.,FALSE,FALSE,A39XXY1087Z6TX,TRUE
espero,"Bueno antes que nada me presento, me llamo Luciano y desde siempre me ha gustado la filosofía y los debates filosoficos, como mi registración lo indica tengo 16 años y <strong>espero</strong> que esto no sea un obstaculo para el debate y la relación con los demás usuarios, saludos.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
podrias,"Me cuestionas a mi, pero para decirme pederasta machista y falocentrico a mi, tambien deberias serlo tu! Pues de lo contrario no <strong>podrias</strong> siquiera afirmar esto:",FALSE,FALSE,A39XXY1087Z6TX,TRUE
raramente,Entre eso y que el método de enseñanza actual <strong>raramente</strong> atrae a nadie.,FALSE,FALSE,A39XXY1087Z6TX,TRUE
aparentemente,"La teoría de cuerdas en mi opinión no es ninguna tontería; aunque no se puede negar que tiene cierto carácter especulativo por el hecho de que estamos hablando de distancias de Planck, lo que hace muy difícil o casi imposible la comprobación experimental, sin embargo, existen ciertos modelos matemáticos que describen satisfactoriamente esta teoría aunque llevan a resultados <strong>aparentemente</strong> contradictorios.",FALSE,FALSE,A39XXY1087Z6TX,TRUE
siento,Simplemente me <strong>siento</strong> contento de pensar libremente y poder compartir ideas con tod@s ustedes y sobretodo me siento contento por que aprendo.,FALSE,FALSE,A39XXY1087Z6TX,FALSE
confio,pero <strong>confio</strong> porque siempre pense asi,FALSE,FALSE,A39XXY1087Z6TX,TRUE
tecnicamente,"Asimismo era el camino de Jarry cuando desarrollaba su curiosa tesis sobre la anarquía: en el hacer-desaparecer, la anarquía tan sólo puede funcionar <strong>tecnicamente</strong>, con máquinas, mientras que Jarry prefiere el estadio estético del crimen, y sitúa a De Quincey por encima de Vaillant.[xviii]",TRUE,FALSE,A3OFOYB4X0HA0M,FALSE
virtualmente,"El sistema perfecto es imposible, no puede haber un sistema eterno que funcione con las sociedades presentes y futuras, ni aún siendo verdad todas las teorías de la conspiración que circulan por ahí, nisiquiera esa gente <strong>virtualmente</strong> todopoderosa podría detener ese cambio.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
supongo,¿por que soy asi? pues <strong>supongo</strong> que por varios factores.,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
bastantes,Pasaron seis meses entra <strong>bastantes</strong> aventuras que no avanzaron mucho mi investigación.,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
espero,"Bueno antes que nada me presento, me llamo Luciano y desde siempre me ha gustado la filosofía y los debates filosoficos, como mi registración lo indica tengo 16 años y <strong>espero</strong> que esto no sea un obstaculo para el debate y la relación con los demás usuarios, saludos.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
podrias,"Me cuestionas a mi, pero para decirme pederasta machista y falocentrico a mi, tambien deberias serlo tu! Pues de lo contrario no <strong>podrias</strong> siquiera afirmar esto:",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
raramente,Entre eso y que el método de enseñanza actual <strong>raramente</strong> atrae a nadie.,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
aparentemente,"La teoría de cuerdas en mi opinión no es ninguna tontería; aunque no se puede negar que tiene cierto carácter especulativo por el hecho de que estamos hablando de distancias de Planck, lo que hace muy difícil o casi imposible la comprobación experimental, sin embargo, existen ciertos modelos matemáticos que describen satisfactoriamente esta teoría aunque llevan a resultados <strong>aparentemente</strong> contradictorios.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
siento,Simplemente me <strong>siento</strong> contento de pensar libremente y poder compartir ideas con tod@s ustedes y sobretodo me siento contento por que aprendo.,FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
confio,pero <strong>confio</strong> porque siempre pense asi,FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
tecnicamente,"Asimismo era el camino de Jarry cuando desarrollaba su curiosa tesis sobre la anarquía: en el hacer-desaparecer, la anarquía tan sólo puede funcionar <strong>tecnicamente</strong>, con máquinas, mientras que Jarry prefiere el estadio estético del crimen, y sitúa a De Quincey por encima de Vaillant.[xviii]",TRUE,FALSE,A26Y4BFHJE7MN4,TRUE
virtualmente,"El sistema perfecto es imposible, no puede haber un sistema eterno que funcione con las sociedades presentes y futuras, ni aún siendo verdad todas las teorías de la conspiración que circulan por ahí, nisiquiera esa gente <strong>virtualmente</strong> todopoderosa podría detener ese cambio.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
supongo,¿por que soy asi? pues <strong>supongo</strong> que por varios factores.,FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
bastantes,Pasaron seis meses entra <strong>bastantes</strong> aventuras que no avanzaron mucho mi investigación.,FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
espero,"Bueno antes que nada me presento, me llamo Luciano y desde siempre me ha gustado la filosofía y los debates filosoficos, como mi registración lo indica tengo 16 años y <strong>espero</strong> que esto no sea un obstaculo para el debate y la relación con los demás usuarios, saludos.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
podrias,"Me cuestionas a mi, pero para decirme pederasta machista y falocentrico a mi, tambien deberias serlo tu! Pues de lo contrario no <strong>podrias</strong> siquiera afirmar esto:",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
raramente,Entre eso y que el método de enseñanza actual <strong>raramente</strong> atrae a nadie.,FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
aparentemente,"La teoría de cuerdas en mi opinión no es ninguna tontería; aunque no se puede negar que tiene cierto carácter especulativo por el hecho de que estamos hablando de distancias de Planck, lo que hace muy difícil o casi imposible la comprobación experimental, sin embargo, existen ciertos modelos matemáticos que describen satisfactoriamente esta teoría aunque llevan a resultados <strong>aparentemente</strong> contradictorios.",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
siento,Simplemente me <strong>siento</strong> contento de pensar libremente y poder compartir ideas con tod@s ustedes y sobretodo me siento contento por que aprendo.,FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
confio,pero <strong>confio</strong> porque siempre pense asi,FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
espero,"Ésta frase es la justificación de por qué lo que has dicho es demagogia, <strong>espero</strong> la tuya.",TRUE,FALSE,A25SGBOJZLYBJO,FALSE
por decir algo,"(<strong>por decir algo</strong>) tu espiritu está más elevado que si eres un hombre sucio, descuidado, irascible, e impaciente.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
sugiero,"""No creo que Dios quiera exactamente que seamos felices, quiere que seamos capaces de amar y de ser amados, quiere que maduremos, y yo <strong>sugiero</strong> que precisamente porque Dios nos ama nos concedió el don de sufrir; o por decirlo de otro modo: el dolor es el megáfono que Dios utiliza para despertar a un mundo de sordos; porque somos como bloques de piedra, a partir de los cuales el escultor poco a poco va formando la figura de un hombre, los golpes de su cincel que tanto daño nos hacen también nos hacen más perfectos.""",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
raramente,"sin embargo, la pregunta “¿quién es X?”, era por aquel entonces una pregunta que <strong>raramente</strong> se refería a un pensador; lo sigue siendo, de no entenderse en un sentido biográfico trivial: el hombre y la obra, el hombre que se encuentra tras su obra, la vida de Descartes o de Hegel vinculadas a una especie de doxografía.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
imagino,"La verdad es que no se porque piensas eso, si bien es verdad que he dado muestras de que soy de izquierdas totalmente, tambien he dado muestras de que soy independiente de cualquier partido, aunque unos me resulten mas simpaticos que otros, cosa que me <strong>imagino</strong> que a ti tambien te ocurre",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
bastante,"Por supuesto todo esto es a nivel teórico, y si, como comento es <strong>bastante</strong> idealista, pero prefiero este tipo de teorías utópicas a determinismos o relativismos morales.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
entiendo,"Si <strong>entiendo</strong>, pero cuando se trata de lucha y de guerra siempre he utilizado ""mejor"" como sinonimo de ventaja/estrategia.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
a veces,"Las cosas no tiene ningun sentido hasta el momento en que nosotros encontramos respuestas a estas preguntas, pero <strong>a veces</strong> uno no se detiene a preguntarse el porque de las cosas, a veces uno simplemente actua o las cosas simplemente pasan y ya mas adelante se pregunta ""Por que hice eso?"" ""Para que hice eso?"" ""Por que paso eso?"" ""Para que sirve eso?.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
